%Standard Solar Model (BP2000)
%
%astro-ph/0010346
%
%Columns in the Standard Model table (below) represent:
%
%1)  Mass fraction in units of the solar mass
%2)  Radius of the zone in units of one solar radius
%3)  Temperature in units of deg (K)
%4)  Density in units of g/cm^3
%5)  Pressure in units of dyn/cm^2
%6)  Luminosity fraction in units of the solar luminosity
%7)  X(^1H): the hydrogen mass fraction
%8)  X(^4He): the helium 4 mass fraction
%9)  X(^3He): the helium 3 mass fraction
%10) X(^12C): the carbon 12 mass fraction
%11) X(^14N): the nitrogen 14 mass fraction
%12) X(^16O): the oxygen 16 mass fraction
%
%The Table begins here.
%
%
M/Msun    R/Rsun      T         Rho        P        L/Lsun     X       Y        He3       C12       N14       O16 
0.9992472  0.92748  4.151e+05  1.504e-02  8.400e+11  1.00000  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
0.9992630  0.92806  4.113e+05  1.483e-02  8.209e+11  1.00000  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
0.9992785  0.92863  4.076e+05  1.463e-02  8.022e+11  1.00000  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
0.9992937  0.92920  4.040e+05  1.443e-02  7.839e+11  1.00000  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
0.9993086  0.92976  4.003e+05  1.423e-02  7.661e+11  1.00000  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
0.9993232  0.93032  3.967e+05  1.404e-02  7.486e+11  1.00000  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
0.9993375  0.93088  3.932e+05  1.385e-02  7.316e+11  1.00000  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
0.9993515  0.93143  3.896e+05  1.366e-02  7.149e+11  1.00000  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
0.9993652  0.93198  3.861e+05  1.347e-02  6.987e+11  1.00000  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
0.9993786  0.93252  3.827e+05  1.328e-02  6.828e+11  1.00000  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
0.9993917  0.93306  3.792e+05  1.310e-02  6.672e+11  1.00000  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
0.9994046  0.93359  3.758e+05  1.292e-02  6.520e+11  1.00000  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
0.9994172  0.93412  3.724e+05  1.275e-02  6.372e+11  1.00000  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
0.9994296  0.93464  3.691e+05  1.257e-02  6.227e+11  1.00000  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
0.9994417  0.93517  3.658e+05  1.240e-02  6.085e+11  1.00000  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
0.9994535  0.93568  3.625e+05  1.223e-02  5.946e+11  1.00000  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
0.9994652  0.93619  3.593e+05  1.206e-02  5.811e+11  1.00000  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
0.9994765  0.93670  3.560e+05  1.189e-02  5.679e+11  1.00000  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
0.9994877  0.93721  3.528e+05  1.173e-02  5.549e+11  1.00000  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
0.9994986  0.93771  3.497e+05  1.157e-02  5.423e+11  1.00000  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
0.9995092  0.93820  3.465e+05  1.141e-02  5.300e+11  1.00000  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
0.9995197  0.93870  3.434e+05  1.125e-02  5.179e+11  1.00000  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
0.9995299  0.93918  3.404e+05  1.110e-02  5.061e+11  1.00000  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
0.9995400  0.93967  3.373e+05  1.095e-02  4.946e+11  1.00000  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
0.9995498  0.94015  3.343e+05  1.080e-02  4.833e+11  1.00000  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
0.9995594  0.94062  3.313e+05  1.065e-02  4.723e+11  1.00000  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
0.9995688  0.94110  3.283e+05  1.050e-02  4.616e+11  1.00000  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
0.9995780  0.94156  3.254e+05  1.036e-02  4.511e+11  1.00000  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
0.9995871  0.94203  3.225e+05  1.021e-02  4.408e+11  1.00000  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
0.9995959  0.94249  3.196e+05  1.007e-02  4.308e+11  1.00000  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
0.9996045  0.94295  3.168e+05  9.936e-03  4.210e+11  1.00000  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
0.9996130  0.94340  3.139e+05  9.800e-03  4.114e+11  1.00000  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
0.9996213  0.94385  3.111e+05  9.665e-03  4.020e+11  1.00000  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
0.9996294  0.94429  3.083e+05  9.533e-03  3.929e+11  1.00000  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
0.9996374  0.94474  3.056e+05  9.402e-03  3.839e+11  1.00000  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
0.9996452  0.94518  3.029e+05  9.273e-03  3.752e+11  1.00000  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
0.9996528  0.94561  3.002e+05  9.146e-03  3.666e+11  1.00000  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
0.9996603  0.94604  2.975e+05  9.021e-03  3.583e+11  1.00000  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
0.9996676  0.94647  2.948e+05  8.897e-03  3.501e+11  1.00000  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
0.9996747  0.94689  2.922e+05  8.775e-03  3.422e+11  1.00000  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
0.9996817  0.94731  2.896e+05  8.654e-03  3.344e+11  1.00000  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
0.9996886  0.94773  2.870e+05  8.535e-03  3.268e+11  1.00000  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
0.9996953  0.94814  2.845e+05  8.418e-03  3.193e+11  1.00000  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
0.9997018  0.94855  2.820e+05  8.302e-03  3.120e+11  1.00000  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
0.9997083  0.94896  2.794e+05  8.188e-03  3.049e+11  1.00000  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
0.9997095  0.94904  2.790e+05  8.166e-03  3.036e+11  1.00000  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
%
%Log L/Lsun -7.43243056e-07 Lsun 3.8515e+33 
%Log R/Rsun 2.25795820e-06  Rsun 6.9598e+10
