%Standard Solar Model (BP2000)
%
%astro-ph/0010346
%
%Columns in the Standard Model table (below) represent:
%
%1)  Mass fraction in units of the solar mass
%2)  Radius of the zone in units of one solar radius
%3)  Temperature in units of deg (K)
%4)  Density in units of g/cm^3
%5)  Pressure in units of dyn/cm^2
%6)  Luminosity fraction in units of the solar luminosity
%7)  X(^1H): the hydrogen mass fraction
%8)  X(^4He): the helium 4 mass fraction
%9)  X(^3He): the helium 3 mass fraction
%10) X(^12C): the carbon 12 mass fraction
%11) X(^14N): the nitrogen 14 mass fraction
%12) X(^16O): the oxygen 16 mass fraction
%
%The Table begins here.
%
%
M/Msun    R/Rsun      T         Rho        P        L/Lsun     X       Y        He3       C12       N14       O16 
0.9784593  0.72725  2.043e+06  1.690e-01  4.733e+13  1.00001  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
0.9785462  0.72771  2.039e+06  1.684e-01  4.706e+13  1.00001  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
0.9786329  0.72816  2.034e+06  1.679e-01  4.679e+13  1.00001  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
0.9787193  0.72862  2.029e+06  1.673e-01  4.652e+13  1.00001  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
0.9788053  0.72908  2.025e+06  1.667e-01  4.625e+13  1.00001  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
0.9788911  0.72953  2.020e+06  1.661e-01  4.599e+13  1.00000  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
0.9789766  0.72999  2.016e+06  1.655e-01  4.572e+13  1.00000  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
0.9790618  0.73044  2.011e+06  1.650e-01  4.546e+13  1.00000  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
0.9791463  0.73089  2.006e+06  1.644e-01  4.520e+13  1.00000  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
0.9794832  0.73270  1.988e+06  1.621e-01  4.417e+13  1.00000  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
0.9798155  0.73450  1.970e+06  1.599e-01  4.316e+13  1.00000  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
0.9801433  0.73629  1.952e+06  1.577e-01  4.218e+13  1.00000  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
0.9804667  0.73808  1.934e+06  1.556e-01  4.122e+13  1.00000  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
0.9807856  0.73985  1.917e+06  1.534e-01  4.028e+13  1.00000  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
0.9811002  0.74162  1.899e+06  1.513e-01  3.936e+13  1.00000  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
0.9814105  0.74338  1.882e+06  1.492e-01  3.847e+13  1.00000  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
0.9817164  0.74513  1.865e+06  1.472e-01  3.759e+13  1.00000  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
0.9820181  0.74687  1.848e+06  1.451e-01  3.673e+13  1.00000  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
0.9823156  0.74860  1.831e+06  1.432e-01  3.590e+13  1.00000  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
0.9826089  0.75033  1.815e+06  1.412e-01  3.508e+13  1.00000  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
0.9828981  0.75204  1.798e+06  1.392e-01  3.428e+13  1.00000  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
0.9831832  0.75375  1.782e+06  1.373e-01  3.350e+13  1.00000  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
0.9834643  0.75545  1.766e+06  1.354e-01  3.274e+13  1.00000  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
0.9837413  0.75714  1.750e+06  1.336e-01  3.199e+13  1.00000  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
0.9840144  0.75882  1.734e+06  1.317e-01  3.126e+13  1.00000  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
0.9842836  0.76050  1.718e+06  1.299e-01  3.055e+13  1.00000  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
0.9845488  0.76216  1.702e+06  1.281e-01  2.985e+13  1.00000  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
0.9848102  0.76382  1.687e+06  1.264e-01  2.917e+13  1.00000  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
0.9850678  0.76547  1.672e+06  1.246e-01  2.851e+13  1.00000  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
0.9853217  0.76711  1.656e+06  1.229e-01  2.786e+13  1.00000  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
0.9855718  0.76874  1.641e+06  1.212e-01  2.722e+13  1.00000  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
0.9858183  0.77036  1.626e+06  1.196e-01  2.660e+13  1.00000  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
0.9860611  0.77198  1.612e+06  1.179e-01  2.600e+13  1.00000  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
0.9863002  0.77358  1.597e+06  1.163e-01  2.541e+13  1.00000  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
0.9865359  0.77518  1.582e+06  1.147e-01  2.483e+13  1.00000  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
0.9867680  0.77677  1.568e+06  1.131e-01  2.426e+13  1.00000  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
0.9869966  0.77835  1.554e+06  1.116e-01  2.371e+13  1.00000  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
0.9872218  0.77992  1.540e+06  1.100e-01  2.317e+13  1.00000  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
0.9874435  0.78148  1.526e+06  1.085e-01  2.264e+13  1.00000  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
0.9876619  0.78304  1.512e+06  1.070e-01  2.212e+13  1.00000  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
0.9878770  0.78458  1.498e+06  1.056e-01  2.162e+13  1.00000  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
0.9880888  0.78612  1.485e+06  1.041e-01  2.113e+13  1.00000  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
0.9882973  0.78765  1.471e+06  1.027e-01  2.065e+13  1.00000  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
0.9885027  0.78917  1.458e+06  1.013e-01  2.018e+13  1.00000  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
0.9887048  0.79068  1.444e+06  9.988e-02  1.972e+13  1.00000  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
0.9889038  0.79219  1.431e+06  9.851e-02  1.927e+13  1.00000  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
0.9890998  0.79368  1.418e+06  9.716e-02  1.883e+13  1.00000  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
0.9892926  0.79517  1.405e+06  9.582e-02  1.840e+13  1.00000  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
0.9894825  0.79665  1.393e+06  9.450e-02  1.798e+13  1.00000  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
0.9896694  0.79812  1.380e+06  9.320e-02  1.757e+13  1.00000  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
0.9898533  0.79958  1.367e+06  9.192e-02  1.717e+13  1.00000  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
0.9900343  0.80103  1.355e+06  9.066e-02  1.678e+13  1.00000  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
0.9902124  0.80248  1.343e+06  8.941e-02  1.640e+13  1.00000  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
0.9903877  0.80392  1.331e+06  8.818e-02  1.602e+13  1.00000  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
0.9905602  0.80535  1.318e+06  8.697e-02  1.566e+13  1.00000  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
0.9907300  0.80677  1.306e+06  8.578e-02  1.530e+13  1.00000  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
0.9908970  0.80818  1.295e+06  8.460e-02  1.495e+13  1.00000  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
0.9910613  0.80958  1.283e+06  8.343e-02  1.461e+13  1.00000  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
0.9912230  0.81098  1.271e+06  8.229e-02  1.428e+13  1.00000  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
0.9913820  0.81236  1.260e+06  8.116e-02  1.396e+13  1.00000  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
0.9915385  0.81374  1.248e+06  8.004e-02  1.364e+13  1.00000  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
0.9916924  0.81511  1.237e+06  7.894e-02  1.333e+13  1.00000  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
0.9918438  0.81648  1.226e+06  7.786e-02  1.302e+13  1.00000  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
0.9919927  0.81783  1.215e+06  7.679e-02  1.273e+13  1.00000  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
0.9921392  0.81918  1.204e+06  7.574e-02  1.244e+13  1.00000  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
0.9922832  0.82051  1.193e+06  7.470e-02  1.215e+13  1.00000  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
0.9924249  0.82184  1.182e+06  7.367e-02  1.188e+13  1.00000  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
0.9925642  0.82316  1.171e+06  7.266e-02  1.161e+13  1.00000  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
0.9927012  0.82448  1.160e+06  7.166e-02  1.134e+13  1.00000  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
0.9928359  0.82578  1.150e+06  7.068e-02  1.108e+13  1.00000  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
0.9929683  0.82708  1.139e+06  6.970e-02  1.083e+13  1.00000  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
0.9930985  0.82837  1.129e+06  6.875e-02  1.058e+13  1.00000  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
0.9932266  0.82965  1.119e+06  6.780e-02  1.034e+13  1.00000  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
0.9933524  0.83092  1.109e+06  6.687e-02  1.011e+13  1.00000  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
0.9934762  0.83219  1.099e+06  6.595e-02  9.878e+12  1.00000  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
0.9935978  0.83345  1.089e+06  6.505e-02  9.653e+12  1.00000  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
0.9937174  0.83470  1.079e+06  6.415e-02  9.433e+12  1.00000  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
0.9938349  0.83594  1.069e+06  6.327e-02  9.218e+12  1.00000  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
0.9939505  0.83717  1.059e+06  6.240e-02  9.008e+12  1.00000  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
0.9940640  0.83840  1.050e+06  6.155e-02  8.803e+12  1.00000  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
0.9941756  0.83961  1.040e+06  6.070e-02  8.602e+12  1.00000  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
0.9942853  0.84082  1.031e+06  5.987e-02  8.406e+12  1.00000  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
0.9943931  0.84203  1.021e+06  5.904e-02  8.215e+12  1.00000  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
0.9944990  0.84322  1.012e+06  5.823e-02  8.028e+12  1.00000  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
0.9946031  0.84441  1.003e+06  5.744e-02  7.845e+12  1.00000  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
0.9947054  0.84559  9.937e+05  5.665e-02  7.666e+12  1.00000  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
0.9948059  0.84676  9.847e+05  5.587e-02  7.492e+12  1.00000  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
0.9949046  0.84792  9.758e+05  5.510e-02  7.321e+12  1.00000  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
0.9950016  0.84908  9.669e+05  5.435e-02  7.154e+12  1.00000  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
0.9950969  0.85023  9.581e+05  5.360e-02  6.992e+12  1.00000  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
0.9951905  0.85137  9.494e+05  5.286e-02  6.832e+12  1.00000  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
0.9952825  0.85250  9.408e+05  5.214e-02  6.677e+12  1.00000  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
0.9953728  0.85363  9.323e+05  5.142e-02  6.525e+12  1.00000  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
0.9954616  0.85474  9.238e+05  5.071e-02  6.376e+12  1.00000  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
0.9955488  0.85586  9.154e+05  5.002e-02  6.231e+12  1.00000  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
0.9956344  0.85696  9.071e+05  4.933e-02  6.089e+12  1.00000  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
0.9957185  0.85805  8.989e+05  4.865e-02  5.950e+12  1.00000  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
0.9958011  0.85914  8.907e+05  4.799e-02  5.815e+12  1.00000  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
0.9958822  0.86022  8.826e+05  4.733e-02  5.682e+12  1.00000  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
0.9959618  0.86130  8.746e+05  4.668e-02  5.553e+12  1.00000  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
0.9960401  0.86237  8.667e+05  4.604e-02  5.427e+12  1.00000  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
0.9961169  0.86343  8.588e+05  4.541e-02  5.303e+12  1.00000  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
0.9961923  0.86448  8.510e+05  4.478e-02  5.182e+12  1.00000  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
0.9962664  0.86552  8.433e+05  4.417e-02  5.064e+12  1.00000  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
0.9963391  0.86656  8.356e+05  4.356e-02  4.949e+12  1.00000  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
0.9964105  0.86759  8.281e+05  4.297e-02  4.836e+12  1.00000  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
0.9964806  0.86861  8.205e+05  4.238e-02  4.726e+12  1.00000  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
0.9965494  0.86963  8.131e+05  4.180e-02  4.618e+12  1.00000  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
0.9966170  0.87064  8.057e+05  4.122e-02  4.513e+12  1.00000  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
0.9966833  0.87164  7.984e+05  4.066e-02  4.410e+12  1.00000  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
0.9967484  0.87264  7.912e+05  4.010e-02  4.310e+12  1.00000  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
0.9968123  0.87363  7.840e+05  3.955e-02  4.212e+12  1.00000  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
0.9968750  0.87461  7.769e+05  3.901e-02  4.116e+12  1.00000  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
0.9969366  0.87558  7.698e+05  3.847e-02  4.022e+12  1.00000  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
0.9969970  0.87655  7.629e+05  3.795e-02  3.931e+12  1.00000  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
0.9970564  0.87751  7.559e+05  3.742e-02  3.841e+12  1.00000  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
0.9971146  0.87846  7.491e+05  3.691e-02  3.754e+12  1.00000  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
0.9971717  0.87941  7.423e+05  3.640e-02  3.668e+12  1.00000  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
0.9972278  0.88035  7.356e+05  3.590e-02  3.585e+12  1.00000  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
0.9972828  0.88129  7.289e+05  3.541e-02  3.503e+12  1.00000  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
0.9973368  0.88221  7.223e+05  3.493e-02  3.423e+12  1.00000  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
0.9973898  0.88313  7.157e+05  3.445e-02  3.345e+12  1.00000  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
0.9974418  0.88405  7.092e+05  3.397e-02  3.269e+12  1.00000  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
0.9974928  0.88496  7.028e+05  3.351e-02  3.195e+12  1.00000  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
0.9975428  0.88586  6.964e+05  3.305e-02  3.122e+12  1.00000  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
0.9975920  0.88675  6.901e+05  3.259e-02  3.051e+12  1.00000  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
0.9976401  0.88764  6.839e+05  3.215e-02  2.981e+12  1.00000  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
0.9976874  0.88852  6.777e+05  3.170e-02  2.914e+12  1.00000  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
0.9977338  0.88940  6.715e+05  3.127e-02  2.847e+12  1.00000  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
0.9977793  0.89026  6.654e+05  3.084e-02  2.782e+12  1.00000  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
0.9978239  0.89113  6.594e+05  3.042e-02  2.719e+12  1.00000  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
0.9978677  0.89198  6.534e+05  3.000e-02  2.657e+12  1.00000  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
0.9979106  0.89283  6.475e+05  2.959e-02  2.597e+12  1.00000  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
0.9979528  0.89368  6.417e+05  2.918e-02  2.537e+12  1.00000  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
0.9979941  0.89451  6.358e+05  2.878e-02  2.480e+12  1.00000  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
0.9980346  0.89534  6.301e+05  2.839e-02  2.423e+12  1.00000  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
0.9980744  0.89617  6.244e+05  2.800e-02  2.368e+12  1.00000  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
0.9981133  0.89699  6.187e+05  2.761e-02  2.314e+12  1.00000  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
0.9981516  0.89780  6.131e+05  2.724e-02  2.261e+12  1.00000  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
0.9981891  0.89861  6.076e+05  2.686e-02  2.210e+12  1.00000  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
0.9982258  0.89941  6.021e+05  2.650e-02  2.160e+12  1.00000  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
0.9982619  0.90020  5.966e+05  2.613e-02  2.110e+12  1.00000  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
0.9982973  0.90099  5.912e+05  2.577e-02  2.062e+12  1.00000  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
0.9983320  0.90178  5.859e+05  2.542e-02  2.015e+12  1.00000  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
0.9983660  0.90255  5.806e+05  2.507e-02  1.970e+12  1.00000  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
0.9983993  0.90332  5.753e+05  2.473e-02  1.925e+12  1.00000  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
0.9984320  0.90409  5.701e+05  2.439e-02  1.881e+12  1.00000  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
0.9984641  0.90485  5.650e+05  2.405e-02  1.838e+12  1.00000  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
0.9984955  0.90560  5.598e+05  2.372e-02  1.796e+12  1.00000  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
0.9985263  0.90635  5.548e+05  2.340e-02  1.755e+12  1.00000  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
0.9985565  0.90709  5.498e+05  2.308e-02  1.715e+12  1.00000  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
0.9985861  0.90783  5.448e+05  2.276e-02  1.676e+12  1.00000  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
0.9986152  0.90856  5.399e+05  2.245e-02  1.638e+12  1.00000  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
0.9986436  0.90929  5.350e+05  2.214e-02  1.601e+12  1.00000  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
0.9986716  0.91001  5.302e+05  2.184e-02  1.564e+12  1.00000  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
0.9986989  0.91072  5.254e+05  2.154e-02  1.529e+12  1.00000  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
0.9987257  0.91143  5.206e+05  2.124e-02  1.494e+12  1.00000  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
0.9987520  0.91214  5.159e+05  2.095e-02  1.460e+12  1.00000  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
0.9987778  0.91283  5.112e+05  2.066e-02  1.427e+12  1.00000  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
0.9988030  0.91353  5.066e+05  2.038e-02  1.394e+12  1.00000  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
0.9988278  0.91421  5.020e+05  2.010e-02  1.362e+12  1.00000  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
0.9988521  0.91490  4.975e+05  1.983e-02  1.331e+12  1.00000  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
0.9988758  0.91557  4.930e+05  1.956e-02  1.301e+12  1.00000  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
0.9988992  0.91625  4.886e+05  1.929e-02  1.272e+12  1.00000  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
0.9989220  0.91691  4.842e+05  1.902e-02  1.243e+12  1.00000  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
0.9989444  0.91757  4.798e+05  1.876e-02  1.214e+12  1.00000  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
0.9989663  0.91823  4.755e+05  1.850e-02  1.187e+12  1.00000  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
0.9989878  0.91888  4.712e+05  1.825e-02  1.160e+12  1.00000  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
0.9990089  0.91953  4.669e+05  1.800e-02  1.133e+12  1.00000  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
0.9990296  0.92017  4.627e+05  1.775e-02  1.107e+12  1.00000  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
0.9990498  0.92080  4.585e+05  1.751e-02  1.082e+12  1.00000  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
0.9990696  0.92143  4.544e+05  1.727e-02  1.058e+12  1.00000  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
0.9990890  0.92206  4.503e+05  1.703e-02  1.033e+12  1.00000  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
0.9991081  0.92268  4.462e+05  1.680e-02  1.010e+12  1.00000  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
0.9991267  0.92330  4.422e+05  1.657e-02  9.870e+11  1.00000  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
0.9991450  0.92391  4.382e+05  1.634e-02  9.645e+11  1.00000  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
0.9991629  0.92452  4.343e+05  1.611e-02  9.425e+11  1.00000  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
0.9991805  0.92512  4.304e+05  1.589e-02  9.211e+11  1.00000  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
0.9991977  0.92572  4.265e+05  1.568e-02  9.001e+11  1.00000  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
0.9992145  0.92631  4.226e+05  1.546e-02  8.796e+11  1.00000  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
0.9992310  0.92690  4.188e+05  1.525e-02  8.596e+11  1.00000  0.73925  0.24370  1.00e-04  2.88e-03  8.54e-04  7.92e-03
